panelist-id,age,gender,children,marital,Household Size,Social Class,Working Status,Number of TV sets,Digital Status,Cable/Satellite,Multi Channel Status,TV Platform Reception Type
81454,45-64,F,0,married,2 people,AB,No paid work,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
92902,45-64,F,0,single,1 person,D,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
43820,45-64,F,1,single,3 people,C1,No paid work,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
60004,16-24,M,1,single,3 people,C1,No paid work,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
53883,45-64,F,0,married,4 people,C1,f.t. education / under school,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
61039,45-64,M,0,married,4 people,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
43296,16-24,F,0,single,4 people,C1,f.t. education / under school,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
72059,16-24,F,0,single,4 people,C1,f.t. education / under school,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
14701,45-64,F,0,married,3 people,AB,8-29 hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
74404,45-64,M,0,married,3 people,AB,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
41776,16-24,M,0,single,3 people,AB,8-29 hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
92845,35-44,M,1,married,4 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
60095,35-44,F,1,married,4 people,AB,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
81857,35-44,F,1,married,5 people,D,No paid work,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
97325,35-44,M,1,married,5 people,D,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
47580,35-44,M,1,married,4 people,AB,8-29 hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
80663,35-44,F,1,married,4 people,AB,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
20306,35-44,F,1,married,4 people,C1,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
94624,35-44,M,1,married,4 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
87660,45-64,M,0,single,1 person,D,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
70349,45-64,M,0,single,1 person,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
11104,25-34,F,2,married,4 people,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
37876,25-34,M,2,married,4 people,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
37923,25-34,F,1,married,4 people,D,f.t. education / under school,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
92872,16-24,M,1,single,4 people,D,f.t. education / under school,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
91405,35-44,M,1,married,4 people,D,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
35731,45-64,F,0,single,2 people,C1,8-29 hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
13442,45-64,F,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
66420,45-64,M,0,married,2 people,AB,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
70245,45-64,M,0,single,1 person,C1,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
92712,45-64,M,0,married,4 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
56437,45-64,F,0,married,4 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
27111,16-24,F,0,single,4 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
15654,25-34,F,0,single,4 people,C1,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
11901,45-64,F,0,married,2 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
76488,45-64,M,0,married,2 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
43197,45-64,F,0,married,4 people,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
11330,45-64,M,0,married,4 people,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
72672,25-34,F,0,single,4 people,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
32178,25-34,F,0,single,4 people,C2,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
84367,35-44,M,2,married,5 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
67942,35-44,F,2,married,5 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
90283,45-64,M,0,single,1 person,D,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
65713,45-64,F,0,married,2 people,C2,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
85995,45-64,F,0,married,2 people,C1,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
15812,45-64,M,0,married,2 people,C1,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
66416,25-34,F,2,married,5 people,C2,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
31238,35-44,M,2,married,5 people,C2,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
75580,25-34,M,0,single,2 people,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
36664,45-64,F,0,single,2 people,C2,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
46101,45-64,M,2,single,3 people,D,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
57145,45-64,F,0,married,3 people,E,No paid work,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
85133,35-44,F,0,single,3 people,E,No paid work,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
96318,45-64,F,0,married,3 people,C1,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
93681,45-64,M,0,married,3 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
45637,16-24,F,0,single,3 people,C1,f.t. education / under school,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
75109,25-34,F,0,single,1 person,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
82322,25-34,M,0,married,2 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
66823,25-34,F,0,married,2 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
67786,45-64,F,0,single,2 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
53863,16-24,F,0,single,2 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
40167,35-44,F,0,married,4 people,C2,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
95962,45-64,M,0,married,4 people,C2,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
83895,25-34,F,0,single,4 people,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
86095,16-24,M,0,single,4 people,C2,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
80582,45-64,M,1,married,3 people,E,No paid work,3,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
74649,45-64,F,1,married,3 people,E,No paid work,3,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
42541,45-64,F,0,married,2 people,D,8-29 hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
31497,45-64,M,0,married,2 people,D,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
31181,45-64,F,0,single,1 person,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
82214,35-44,M,2,married,4 people,C2,8-29 hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
37237,45-64,F,2,married,4 people,C2,8-29 hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
52092,45-64,F,0,married,2 people,D,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
45498,45-64,M,0,single,1 person,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
56969,35-44,F,1,married,3 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
24076,35-44,M,1,married,3 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
21920,35-44,F,1,married,3 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
10667,35-44,M,1,married,3 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
72153,45-64,F,0,single,1 person,C1,30+ hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
23601,35-44,F,0,married,2 people,C2,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
94909,35-44,M,0,married,2 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
61136,45-64,F,2,single,4 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
72298,16-24,F,2,single,4 people,AB,f.t. education / under school,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
65108,35-44,F,1,married,4 people,AB,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
51628,35-44,M,1,married,4 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
57386,25-34,M,0,single,3 people,C1,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
46051,45-64,F,0,single,2 people,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
83871,16-24,F,0,single,2 people,C2,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
72573,45-64,F,0,single,3 people,D,No paid work,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
41100,45-64,M,0,single,3 people,D,30+ hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
94740,35-44,F,0,single,3 people,D,30+ hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
40515,25-34,F,2,married,5 people,AB,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
14392,35-44,M,2,married,5 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
74722,45-64,F,1,married,3 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
32874,35-44,M,1,married,3 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
24479,25-34,M,0,married,2 people,AB,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
21374,25-34,F,0,married,2 people,AB,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
86052,45-64,F,0,single,1 person,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
36530,45-64,F,0,single,1 person,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
72242,35-44,F,1,married,4 people,C1,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
65953,45-64,M,1,married,4 people,C1,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
20886,16-24,M,1,single,4 people,C1,f.t. education / under school,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
97286,45-64,F,0,single,2 people,C2,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
15519,16-24,M,0,single,2 people,C2,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
43536,25-34,M,0,married,2 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
53792,25-34,F,0,married,2 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
43283,45-64,M,0,married,3 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
37156,45-64,F,0,married,3 people,AB,No paid work,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
65041,16-24,F,0,single,3 people,AB,f.t. education / under school,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
75868,45-64,F,1,married,3 people,AB,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
94441,45-64,M,1,married,3 people,AB,No paid work,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
47239,16-24,M,0,married,2 people,C2,30+ hours per week,1,No Digital TV,None,No Multichannel TV,No TV At All
83943,16-24,F,0,married,2 people,C2,30+ hours per week,1,No Digital TV,None,No Multichannel TV,No TV At All
75391,25-34,M,1,married,3 people,D,30+ hours per week,1,No Digital TV,None,No Multichannel TV,No TV At All
30092,35-44,F,1,married,3 people,D,30+ hours per week,1,No Digital TV,None,No Multichannel TV,No TV At All
91357,45-64,M,0,married,2 people,AB,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
36044,45-64,M,0,single,1 person,C1,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
47916,45-64,M,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
93844,45-64,F,0,married,2 people,AB,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
57909,45-64,M,0,single,1 person,C2,No paid work,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
42822,45-64,F,0,married,2 people,C1,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
15281,45-64,M,0,married,2 people,C1,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
92821,25-34,M,0,single,3 people,C2,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
87543,45-64,F,0,single,1 person,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
15121,35-44,F,0,married,2 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
36192,35-44,M,0,married,2 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
90979,35-44,F,0,married,2 people,C1,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
25802,35-44,M,0,married,2 people,C1,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
63260,45-64,F,0,married,2 people,C1,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
26610,25-34,M,0,married,2 people,C2,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
93652,16-24,F,0,married,2 people,C2,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
84282,45-64,M,0,married,2 people,C1,30+ hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
87421,45-64,F,0,married,2 people,C1,30+ hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
23574,45-64,F,0,single,1 person,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
16568,25-34,M,0,married,2 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
93414,16-24,F,0,married,2 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
75931,45-64,F,0,married,3 people,C2,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
23853,45-64,M,0,married,3 people,C2,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
71286,16-24,F,0,single,3 people,C2,f.t. education / under school,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
75258,45-64,M,0,married,2 people,C1,8-29 hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
21618,45-64,F,0,married,2 people,C1,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
87755,45-64,F,0,single,2 people,D,30+ hours per week,3,Digital Satellite & Digital Cable,Both Satellite and Cable,Digital Multichannel Only,Digital Satellite and Digital Cable Only
81872,45-64,M,0,single,2 people,D,No paid work,3,Digital Satellite & Digital Cable,Both Satellite and Cable,Digital Multichannel Only,Digital Satellite and Digital Cable Only
10673,45-64,F,0,married,2 people,AB,No paid work,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
87455,45-64,M,0,married,2 people,AB,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
86870,35-44,M,1,married,4 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
45878,35-44,F,1,married,4 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
87824,25-34,M,1,married,3 people,D,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
62654,16-24,F,1,married,3 people,D,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
40782,25-34,F,2,married,5 people,C1,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
15148,35-44,M,2,married,5 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
41066,45-64,M,2,married,4 people,AB,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
82136,45-64,F,2,married,4 people,AB,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
90448,35-44,F,2,married,5 people,C1,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
43101,35-44,M,2,married,5 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
65971,45-64,M,0,single,2 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
23762,45-64,M,0,married,2 people,C2,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
75744,35-44,F,1,single,2 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
66188,35-44,M,2,married,4 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
54905,35-44,F,2,married,4 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
20890,45-64,M,1,married,4 people,AB,30+ hours per week,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
22698,35-44,F,1,married,4 people,AB,8-29 hours per week,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
53030,16-24,F,0,married,2 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
34060,25-34,M,0,married,2 people,C1,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
70684,25-34,F,2,single,3 people,D,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
46426,16-24,F,0,married,2 people,AB,f.t. education / under school,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
14971,16-24,M,0,married,2 people,AB,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
61388,45-64,F,0,married,2 people,E,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
46414,45-64,F,0,married,2 people,D,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
25411,45-64,F,0,single,1 person,C1,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
57800,35-44,F,1,married,5 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
41004,35-44,M,1,married,5 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
34771,45-64,F,0,married,4 people,C2,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
63952,45-64,M,0,married,4 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
70691,16-24,M,0,single,4 people,C2,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
71597,16-24,F,0,single,4 people,C2,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
83748,45-64,M,0,married,4 people,C1,No paid work,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
66225,25-34,F,0,single,4 people,C1,30+ hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
71975,25-34,M,0,single,4 people,C1,30+ hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
10036,35-44,M,1,married,3 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
40766,45-64,F,1,married,3 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
11631,35-44,F,2,married,5 people,C1,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
91283,35-44,M,2,married,5 people,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
53471,35-44,F,2,married,5 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
11922,35-44,M,2,married,5 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
70011,45-64,F,0,married,3 people,E,No paid work,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
97295,45-64,M,0,married,3 people,E,No paid work,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
40154,25-34,F,0,single,3 people,E,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
82122,45-64,F,0,single,1 person,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
13339,45-64,M,0,married,4 people,D,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
33312,45-64,F,0,married,4 people,D,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
26715,25-34,F,0,single,4 people,D,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
24828,25-34,M,0,single,4 people,D,f.t. education / under school,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
47281,45-64,F,0,married,2 people,C2,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
80688,45-64,M,0,married,2 people,C2,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
20433,45-64,F,0,single,1 person,D,No paid work,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
74907,45-64,F,0,single,1 person,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
21974,45-64,M,0,single,1 person,C1,30+ hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
62892,45-64,F,0,single,3 people,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
67300,25-34,M,0,single,3 people,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
50170,25-34,F,0,single,3 people,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
43005,45-64,M,2,married,5 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
