panelist-id,age,gender,children,marital,Household Size,Social Class,Working Status,Number of TV sets,Digital Status,Cable/Satellite,Multi Channel Status,TV Platform Reception Type
61913,45-64,M,0,married,2 people,D,30+ hours per week,1,Digital Satellite & Digital Cable,Both Satellite and Cable,Digital Multichannel Only,Digital Satellite and Digital Cable Only
62248,45-64,F,0,married,2 people,D,30+ hours per week,1,Digital Satellite & Digital Cable,Both Satellite and Cable,Digital Multichannel Only,Digital Satellite and Digital Cable Only
84954,35-44,F,2,married,4 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
56838,35-44,M,2,married,4 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
55556,45-64,F,0,married,2 people,AB,30+ hours per week,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
17173,45-64,M,0,married,2 people,AB,f.t. education / under school,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
15834,45-64,F,0,married,2 people,C2,8-29 hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
62118,45-64,M,0,married,2 people,C2,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
72817,45-64,M,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
16294,45-64,F,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
37306,25-34,F,0,single,3 people,AB,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
92177,45-64,M,0,married,5 people,D,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
34729,45-64,F,0,married,5 people,D,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
73532,25-34,F,0,single,5 people,D,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
42246,25-34,F,0,single,5 people,D,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
20658,16-24,M,0,single,5 people,D,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
63157,35-44,F,1,married,3 people,AB,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
24974,35-44,M,1,married,3 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
75338,45-64,M,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
63136,45-64,F,0,married,2 people,AB,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
15897,45-64,M,0,married,3 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
63164,45-64,F,0,married,3 people,AB,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
93448,16-24,F,0,single,3 people,AB,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
43172,45-64,F,1,single,3 people,E,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
44013,45-64,F,1,single,5 people,C2,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
62582,45-64,M,1,married,5 people,C2,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
53190,25-34,F,1,single,5 people,C2,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
56849,16-24,F,1,single,5 people,C2,f.t. education / under school,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
50566,35-44,M,0,married,4 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
91301,35-44,F,0,married,4 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
86677,35-44,F,0,single,4 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
63548,25-34,M,0,single,3 people,C1,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
45335,25-34,M,0,single,3 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
21501,45-64,M,0,married,2 people,AB,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
90090,45-64,F,0,married,2 people,AB,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
13726,45-64,F,1,single,3 people,C2,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
57106,45-64,F,1,single,3 people,C2,No paid work,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
61122,35-44,M,1,married,3 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
80531,35-44,F,1,married,3 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
53247,45-64,F,0,single,2 people,AB,No paid work,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
31539,45-64,M,0,single,2 people,AB,30+ hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
43057,45-64,M,0,married,2 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
95551,45-64,F,0,married,2 people,AB,30+ hours per week,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
43201,45-64,M,0,married,2 people,AB,30+ hours per week,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
43764,45-64,M,0,single,3 people,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
20662,45-64,F,0,single,2 people,C1,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
30168,45-64,M,0,married,2 people,C1,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
12828,45-64,F,0,married,3 people,AB,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
40717,45-64,M,0,married,3 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
84239,16-24,F,0,single,3 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
80939,45-64,F,0,married,4 people,AB,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
67403,45-64,M,0,married,4 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
40354,16-24,M,0,single,4 people,AB,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
50035,16-24,F,0,single,4 people,AB,f.t. education / under school,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
60998,25-34,M,0,single,4 people,C1,30+ hours per week,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
92288,25-34,F,0,single,4 people,C1,30+ hours per week,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
53931,25-34,F,0,single,3 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
24824,45-64,M,0,married,2 people,D,30+ hours per week,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
60495,45-64,F,0,married,2 people,D,8-29 hours per week,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
44148,45-64,M,1,married,6 people,C1,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
33326,35-44,F,1,married,6 people,C1,No paid work,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
13769,16-24,F,1,single,6 people,C1,f.t. education / under school,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
45400,45-64,F,0,married,4 people,D,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
20702,25-34,M,0,single,4 people,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
40029,25-34,M,0,single,4 people,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
35836,45-64,M,0,single,2 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
93163,45-64,F,0,married,2 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
45533,35-44,M,1,married,5 people,AB,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
57653,35-44,M,1,married,5 people,AB,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
90473,45-64,F,0,married,2 people,D,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
35320,45-64,M,0,married,2 people,D,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
25180,45-64,M,1,single,3 people,E,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
21250,45-64,F,0,single,1 person,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
65011,45-64,M,0,single,2 people,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
73712,45-64,F,0,single,2 people,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
93431,35-44,M,2,married,4 people,C2,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
72747,35-44,F,2,married,4 people,C2,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
22959,45-64,F,0,married,3 people,AB,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
42789,45-64,M,0,married,3 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
32590,16-24,F,0,single,3 people,AB,f.t. education / under school,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
57287,45-64,F,0,married,4 people,C1,30+ hours per week,2,Digital Satellite & Digital Cable,Both Satellite and Cable,Digital Multichannel Only,Digital Satellite and Digital Cable Only
27902,45-64,M,0,married,4 people,C1,30+ hours per week,2,Digital Satellite & Digital Cable,Both Satellite and Cable,Digital Multichannel Only,Digital Satellite and Digital Cable Only
73857,25-34,F,0,single,4 people,C1,f.t. education / under school,2,Digital Satellite & Digital Cable,Both Satellite and Cable,Digital Multichannel Only,Digital Satellite and Digital Cable Only
60620,25-34,M,0,single,4 people,C1,f.t. education / under school,2,Digital Satellite & Digital Cable,Both Satellite and Cable,Digital Multichannel Only,Digital Satellite and Digital Cable Only
94470,45-64,F,1,married,4 people,C1,8-29 hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
46065,45-64,M,1,married,4 people,C1,30+ hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
62597,45-64,M,0,single,1 person,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
34362,35-44,F,0,single,2 people,C2,30+ hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
52786,35-44,M,0,married,2 people,C2,30+ hours per week,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
42900,45-64,M,0,single,3 people,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
27953,45-64,F,0,single,3 people,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
13527,45-64,M,2,married,5 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
16729,45-64,F,2,married,5 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
46137,45-64,F,0,married,3 people,C1,30+ hours per week,4,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
22064,45-64,M,0,married,3 people,C1,30+ hours per week,4,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
90017,25-34,M,0,single,3 people,C1,30+ hours per week,4,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
76700,45-64,F,0,single,2 people,C2,8-29 hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
21710,25-34,F,0,single,2 people,C2,8-29 hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
46765,45-64,F,0,married,2 people,AB,8-29 hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
24791,45-64,M,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
76861,25-34,F,2,married,4 people,AB,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
64558,35-44,M,2,married,4 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
93826,45-64,F,0,married,2 people,AB,30+ hours per week,5,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
46704,45-64,M,1,married,4 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
76722,45-64,F,1,married,4 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
44221,45-64,M,0,married,2 people,E,No paid work,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
21363,45-64,F,0,married,2 people,E,No paid work,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
62499,45-64,M,0,single,1 person,E,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
30350,45-64,F,0,married,5 people,AB,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
20659,45-64,M,0,married,5 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
45980,25-34,F,0,single,5 people,AB,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
94987,16-24,M,0,single,5 people,AB,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
63421,16-24,F,0,single,5 people,AB,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
97516,45-64,F,0,married,2 people,C1,8-29 hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
16219,25-34,F,0,married,4 people,C1,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
85856,25-34,M,0,single,4 people,C1,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
25038,35-44,F,0,single,2 people,C1,30+ hours per week,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
56396,35-44,M,0,married,2 people,C1,No paid work,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
31881,45-64,F,0,married,3 people,C2,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
25689,45-64,M,0,married,3 people,C2,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
27004,35-44,F,3+,married,6 people,C1,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
20321,35-44,M,3+,married,6 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
36618,35-44,M,3+,single,6 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
40544,45-64,F,0,single,2 people,AB,f.t. education / under school,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
27119,45-64,M,0,married,3 people,AB,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
16483,45-64,F,0,married,3 people,AB,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
90056,16-24,M,0,single,3 people,AB,f.t. education / under school,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
80810,45-64,F,0,single,1 person,D,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
91090,45-64,M,0,married,2 people,C1,30+ hours per week,4,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
22924,45-64,M,0,married,2 people,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
22071,45-64,F,0,married,2 people,C1,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
71278,45-64,M,0,married,2 people,C2,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
40254,45-64,F,0,married,2 people,C2,8-29 hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
90675,35-44,F,2,married,6 people,AB,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
27067,45-64,M,2,married,6 people,AB,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
84186,16-24,F,2,single,6 people,AB,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
55624,35-44,M,0,single,3 people,AB,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
30602,45-64,F,0,single,1 person,AB,30+ hours per week,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
96267,45-64,F,0,single,1 person,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
14969,45-64,M,0,single,1 person,C1,No paid work,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
15360,35-44,M,0,single,2 people,C1,30+ hours per week,5,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
91484,45-64,F,1,single,5 people,D,8-29 hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
32846,16-24,F,1,single,5 people,D,f.t. education / under school,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
52678,16-24,F,1,single,5 people,D,f.t. education / under school,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
23550,25-34,F,1,single,5 people,D,No paid work,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
47252,45-64,M,0,married,2 people,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
76831,45-64,F,0,married,2 people,C1,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
72074,45-64,M,0,married,2 people,E,No paid work,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
43688,45-64,F,0,married,2 people,E,No paid work,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
64423,45-64,M,0,married,1 person,E,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
44530,45-64,F,0,married,2 people,AB,No paid work,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
36855,45-64,F,0,single,1 person,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
77981,45-64,F,0,single,2 people,AB,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
92423,25-34,M,0,single,2 people,AB,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
26996,45-64,F,1,married,5 people,AB,less than 8 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
34326,35-44,M,1,married,5 people,AB,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
42337,45-64,F,0,married,3 people,D,30+ hours per week,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
65347,16-24,M,0,single,3 people,D,f.t. education / under school,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
14527,45-64,M,0,married,3 people,D,30+ hours per week,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
61461,45-64,M,0,married,4 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
42182,45-64,F,0,married,4 people,AB,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
23979,16-24,F,0,single,4 people,AB,f.t. education / under school,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
80206,16-24,M,0,single,4 people,AB,f.t. education / under school,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
54607,45-64,M,1,single,2 people,C2,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
13372,45-64,F,0,single,1 person,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
43998,35-44,M,0,single,3 people,C2,30+ hours per week,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
67795,45-64,F,0,single,1 person,D,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
20925,35-44,F,1,single,2 people,C1,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
76691,45-64,F,0,married,3 people,D,8-29 hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
14130,16-24,M,0,single,3 people,D,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
17982,25-34,M,0,single,8 people,D,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
57648,25-34,F,0,single,8 people,D,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
41125,45-64,M,0,married,8 people,D,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
96084,45-64,F,0,married,8 people,D,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
63346,35-44,F,0,single,8 people,D,8-29 hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
61989,45-64,M,0,married,8 people,D,No paid work,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
17158,45-64,M,0,married,8 people,D,8-29 hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
75097,45-64,F,0,married,8 people,D,8-29 hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
70453,35-44,M,1,single,4 people,C2,30+ hours per week,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
11211,35-44,F,1,married,4 people,C2,No paid work,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
16852,16-24,M,0,single,2 people,E,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
50387,45-64,F,0,single,1 person,D,30+ hours per week,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only
31712,45-64,M,0,single,1 person,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
20595,35-44,M,0,single,2 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
12888,45-64,M,0,single,2 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
45550,45-64,F,0,single,2 people,E,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
41665,25-34,M,0,single,2 people,E,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
74247,45-64,M,2,married,4 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
14151,35-44,F,2,married,4 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
13971,35-44,F,0,single,3 people,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
35283,25-34,F,0,single,3 people,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
37309,25-34,M,0,single,3 people,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
65506,45-64,F,0,single,4 people,C1,30+ hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
95305,25-34,F,0,single,4 people,C1,30+ hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
91945,16-24,F,0,single,4 people,C1,30+ hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
